"license","id","owner","secret","server","farm","title","ispublic","isfriend","isfamily","dateupload","lastupdate","datetaken","datetakengranularity","datetakenunknown","count_views","count_faves","count_comments","accuracy","context","place_id","woeid","geo_is_public","geo_is_contact","geo_is_friend","geo_is_family","url_sq","height_sq","width_sq","url_t","height_t","width_t","url_s","height_s","width_s","url_q","height_q","width_q","url_m","height_m","width_m","url_n","height_n","width_n","url_z","height_z","width_z","url_c","height_c","width_c","url_l","height_l","width_l","url_o","height_o","width_o","longitude","latitude","geometry","within","license_name","license_url"
0,34226573670,"115829234@N02","4584f7e67e",4167,5,"DSCF0196a",NA,NA,NA,2017-05-12 14:14:01,2017-05-12 14:14:04,2017-01-01 16:13:09,0,0,19,0,0,16,0,"A_2gf0lYUrKVs5Xb7g",90874444,NA,NA,NA,NA,"https://live.staticflickr.com/4167/34226573670_4584f7e67e_s.jpg",75,75,"https://live.staticflickr.com/4167/34226573670_4584f7e67e_t.jpg",75,100,"https://live.staticflickr.com/4167/34226573670_4584f7e67e_m.jpg",180,240,"https://live.staticflickr.com/4167/34226573670_4584f7e67e_q.jpg",150,150,"https://live.staticflickr.com/4167/34226573670_4584f7e67e.jpg",375,500,"https://live.staticflickr.com/4167/34226573670_4584f7e67e_n.jpg",240,320,"https://live.staticflickr.com/4167/34226573670_4584f7e67e_z.jpg",480,640,"https://live.staticflickr.com/4167/34226573670_4584f7e67e_c.jpg",600,800,"https://live.staticflickr.com/4167/34226573670_4584f7e67e_b.jpg",768,1024,"https://live.staticflickr.com/4167/34226573670_b8c77f05d2_o.jpg",2448,3264,37.388325,11.596527,"c(37.388325, 11.596527)","1","All Rights Reserved","NA"
0,32326321314,"15964615@N04","616ea303ec",711,1,"Ethiopia",NA,NA,NA,2017-02-28 16:50:40,2017-05-07 13:02:18,2017-02-04 09:34:00,0,1,3692,7,0,16,0,"A_2gf0lYUrKVs5Xb7g",90874444,NA,NA,NA,NA,"https://live.staticflickr.com/711/32326321314_616ea303ec_s.jpg",75,75,"https://live.staticflickr.com/711/32326321314_616ea303ec_t.jpg",67,100,"https://live.staticflickr.com/711/32326321314_616ea303ec_m.jpg",160,240,"https://live.staticflickr.com/711/32326321314_616ea303ec_q.jpg",150,150,"https://live.staticflickr.com/711/32326321314_616ea303ec.jpg",334,500,"https://live.staticflickr.com/711/32326321314_616ea303ec_n.jpg",214,320,"https://live.staticflickr.com/711/32326321314_616ea303ec_z.jpg",427,640,"https://live.staticflickr.com/711/32326321314_616ea303ec_c.jpg",534,800,"https://live.staticflickr.com/711/32326321314_616ea303ec_b.jpg",684,1024,NA,NA,NA,37.3848,11.598788,"c(37.3848, 11.598788)","1","All Rights Reserved","NA"
0,34790458584,"44114334@N08","11295fb98d",4096,5,"Ethiopia Blue Nile waterfalls",NA,NA,NA,2017-06-30 16:00:41,2017-06-30 16:13:12,2017-06-05 12:42:26,0,0,138,0,0,16,0,"dJHCm1BQUbscvkX8",1312874,NA,NA,NA,NA,"https://live.staticflickr.com/4096/34790458584_11295fb98d_s.jpg",75,75,"https://live.staticflickr.com/4096/34790458584_11295fb98d_t.jpg",60,100,"https://live.staticflickr.com/4096/34790458584_11295fb98d_m.jpg",144,240,"https://live.staticflickr.com/4096/34790458584_11295fb98d_q.jpg",150,150,"https://live.staticflickr.com/4096/34790458584_11295fb98d.jpg",300,500,"https://live.staticflickr.com/4096/34790458584_11295fb98d_n.jpg",192,320,"https://live.staticflickr.com/4096/34790458584_11295fb98d_z.jpg",385,640,"https://live.staticflickr.com/4096/34790458584_11295fb98d_c.jpg",481,800,"https://live.staticflickr.com/4096/34790458584_11295fb98d_b.jpg",615,1024,NA,NA,NA,37.561258,11.4911,"c(37.561258, 11.4911)","1","All Rights Reserved","NA"
0,35401725912,"44114334@N08","5c70ca1880",4287,5,"Ethiopia urban & rural shots",NA,NA,NA,2017-06-27 14:50:39,2017-06-28 12:22:10,2017-06-05 08:35:30,0,0,216,0,1,16,0,"Xj49UyNQUbvUMpip",1314225,NA,NA,NA,NA,"https://live.staticflickr.com/4287/35401725912_5c70ca1880_s.jpg",75,75,"https://live.staticflickr.com/4287/35401725912_5c70ca1880_t.jpg",55,100,"https://live.staticflickr.com/4287/35401725912_5c70ca1880_m.jpg",133,240,"https://live.staticflickr.com/4287/35401725912_5c70ca1880_q.jpg",150,150,"https://live.staticflickr.com/4287/35401725912_5c70ca1880.jpg",277,500,"https://live.staticflickr.com/4287/35401725912_5c70ca1880_n.jpg",177,320,"https://live.staticflickr.com/4287/35401725912_5c70ca1880_z.jpg",354,640,"https://live.staticflickr.com/4287/35401725912_5c70ca1880_c.jpg",443,800,"https://live.staticflickr.com/4287/35401725912_5c70ca1880_b.jpg",567,1024,NA,NA,NA,37.62828,12.236517,"c(37.62828, 12.236517)","1","All Rights Reserved","NA"
0,35394193981,"44114334@N08","17d12941a6",4215,5,"Ethiopia road movie",NA,NA,NA,2017-06-25 14:14:27,2017-07-04 09:44:39,2017-06-05 10:40:20,0,0,322,0,1,15,0,"T8FboZZQUbs31B1i",1313099,NA,NA,NA,NA,"https://live.staticflickr.com/4215/35394193981_17d12941a6_s.jpg",75,75,"https://live.staticflickr.com/4215/35394193981_17d12941a6_t.jpg",56,100,"https://live.staticflickr.com/4215/35394193981_17d12941a6_m.jpg",135,240,"https://live.staticflickr.com/4215/35394193981_17d12941a6_q.jpg",150,150,"https://live.staticflickr.com/4215/35394193981_17d12941a6.jpg",281,500,"https://live.staticflickr.com/4215/35394193981_17d12941a6_n.jpg",180,320,"https://live.staticflickr.com/4215/35394193981_17d12941a6_z.jpg",360,640,"https://live.staticflickr.com/4215/35394193981_17d12941a6_c.jpg",450,800,"https://live.staticflickr.com/4215/35394193981_17d12941a6_b.jpg",576,1024,NA,NA,NA,37.737135,12.063042,"c(37.737135, 12.063042)","1","All Rights Reserved","NA"
0,35463689452,"44114334@N08","f15d948b13",4149,5,"Ethiopia Blue Nile waterfalls",NA,NA,NA,2017-06-30 16:00:41,2017-06-30 16:12:47,2017-06-05 13:50:23,0,0,132,0,0,16,0,"dJHCm1BQUbscvkX8",1312874,NA,NA,NA,NA,"https://live.staticflickr.com/4149/35463689452_f15d948b13_s.jpg",75,75,"https://live.staticflickr.com/4149/35463689452_f15d948b13_t.jpg",67,100,"https://live.staticflickr.com/4149/35463689452_f15d948b13_m.jpg",160,240,"https://live.staticflickr.com/4149/35463689452_f15d948b13_q.jpg",150,150,"https://live.staticflickr.com/4149/35463689452_f15d948b13.jpg",333,500,"https://live.staticflickr.com/4149/35463689452_f15d948b13_n.jpg",213,320,"https://live.staticflickr.com/4149/35463689452_f15d948b13_z.jpg",427,640,"https://live.staticflickr.com/4149/35463689452_f15d948b13_c.jpg",533,800,"https://live.staticflickr.com/4149/35463689452_f15d948b13_b.jpg",683,1024,NA,NA,NA,37.580923,11.487115,"c(37.580923, 11.487115)","1","All Rights Reserved","NA"
0,34790451714,"44114334@N08","e129796082",4277,5,"Ethiopia Blue Nile waterfalls",NA,NA,NA,2017-06-30 16:00:42,2017-06-30 16:12:43,2017-06-05 13:52:06,0,0,154,0,0,16,0,"dJHCm1BQUbscvkX8",1312874,NA,NA,NA,NA,"https://live.staticflickr.com/4277/34790451714_e129796082_s.jpg",75,75,"https://live.staticflickr.com/4277/34790451714_e129796082_t.jpg",59,100,"https://live.staticflickr.com/4277/34790451714_e129796082_m.jpg",142,240,"https://live.staticflickr.com/4277/34790451714_e129796082_q.jpg",150,150,"https://live.staticflickr.com/4277/34790451714_e129796082.jpg",297,500,"https://live.staticflickr.com/4277/34790451714_e129796082_n.jpg",190,320,"https://live.staticflickr.com/4277/34790451714_e129796082_z.jpg",380,640,"https://live.staticflickr.com/4277/34790451714_e129796082_c.jpg",475,800,"https://live.staticflickr.com/4277/34790451714_e129796082_b.jpg",608,1024,NA,NA,NA,37.580923,11.487115,"c(37.580923, 11.487115)","1","All Rights Reserved","NA"
0,35592356106,"44114334@N08","7ec39bcd15",4287,5,"Ethiopia Blue Nile waterfalls",NA,NA,NA,2017-06-30 16:00:42,2017-06-30 16:12:35,2017-06-05 13:58:32,0,0,166,0,0,16,0,"dJHCm1BQUbscvkX8",1312874,NA,NA,NA,NA,"https://live.staticflickr.com/4287/35592356106_7ec39bcd15_s.jpg",75,75,"https://live.staticflickr.com/4287/35592356106_7ec39bcd15_t.jpg",67,100,"https://live.staticflickr.com/4287/35592356106_7ec39bcd15_m.jpg",160,240,"https://live.staticflickr.com/4287/35592356106_7ec39bcd15_q.jpg",150,150,"https://live.staticflickr.com/4287/35592356106_7ec39bcd15.jpg",333,500,"https://live.staticflickr.com/4287/35592356106_7ec39bcd15_n.jpg",213,320,"https://live.staticflickr.com/4287/35592356106_7ec39bcd15_z.jpg",427,640,"https://live.staticflickr.com/4287/35592356106_7ec39bcd15_c.jpg",533,800,"https://live.staticflickr.com/4287/35592356106_7ec39bcd15_b.jpg",683,1024,NA,NA,NA,37.580076,11.491163,"c(37.580076, 11.491163)","1","All Rights Reserved","NA"
0,34790443044,"44114334@N08","2a4382ccd7",4255,5,"Ethiopia Blue Nile waterfalls",NA,NA,NA,2017-06-30 16:00:43,2017-06-30 16:12:31,2017-06-05 14:01:38,0,0,230,0,0,16,0,"dJHCm1BQUbscvkX8",1312874,NA,NA,NA,NA,"https://live.staticflickr.com/4255/34790443044_2a4382ccd7_s.jpg",75,75,"https://live.staticflickr.com/4255/34790443044_2a4382ccd7_t.jpg",67,100,"https://live.staticflickr.com/4255/34790443044_2a4382ccd7_m.jpg",160,240,"https://live.staticflickr.com/4255/34790443044_2a4382ccd7_q.jpg",150,150,"https://live.staticflickr.com/4255/34790443044_2a4382ccd7.jpg",333,500,"https://live.staticflickr.com/4255/34790443044_2a4382ccd7_n.jpg",213,320,"https://live.staticflickr.com/4255/34790443044_2a4382ccd7_z.jpg",427,640,"https://live.staticflickr.com/4255/34790443044_2a4382ccd7_c.jpg",533,800,"https://live.staticflickr.com/4255/34790443044_2a4382ccd7_b.jpg",683,1024,NA,NA,NA,37.580076,11.491163,"c(37.580076, 11.491163)","1","All Rights Reserved","NA"
0,35631467845,"44114334@N08","f448e8cf8f",4237,5,"Ethiopia Blue Nile waterfalls",NA,NA,NA,2017-06-30 16:00:44,2017-12-27 08:58:45,2017-06-05 14:19:06,0,0,742,2,0,16,0,"dJHCm1BQUbscvkX8",1312874,NA,NA,NA,NA,"https://live.staticflickr.com/4237/35631467845_f448e8cf8f_s.jpg",75,75,"https://live.staticflickr.com/4237/35631467845_f448e8cf8f_t.jpg",67,100,"https://live.staticflickr.com/4237/35631467845_f448e8cf8f_m.jpg",160,240,"https://live.staticflickr.com/4237/35631467845_f448e8cf8f_q.jpg",150,150,"https://live.staticflickr.com/4237/35631467845_f448e8cf8f.jpg",333,500,"https://live.staticflickr.com/4237/35631467845_f448e8cf8f_n.jpg",213,320,"https://live.staticflickr.com/4237/35631467845_f448e8cf8f_z.jpg",427,640,"https://live.staticflickr.com/4237/35631467845_f448e8cf8f_c.jpg",533,800,"https://live.staticflickr.com/4237/35631467845_f448e8cf8f_b.jpg",683,1024,NA,NA,NA,37.587887,11.491079,"c(37.587887, 11.491079)","1","All Rights Reserved","NA"
