"license","id","owner","secret","server","farm","title","ispublic","isfriend","isfamily","dateupload","lastupdate","datetaken","datetakengranularity","datetakenunknown","count_views","count_faves","count_comments","accuracy","context","place_id","woeid","geo_is_public","geo_is_contact","geo_is_friend","geo_is_family","url_sq","height_sq","width_sq","url_t","height_t","width_t","url_s","height_s","width_s","url_q","height_q","width_q","url_m","height_m","width_m","url_n","height_n","width_n","url_z","height_z","width_z","url_c","height_c","width_c","url_l","height_l","width_l","url_o","height_o","width_o","longitude","latitude","geometry","within","license_name","license_url"
0,47046700151,"97817403@N07","19e2b3b815",7881,8,"DSC00424T",NA,NA,NA,2019-02-10 10:40:32,2019-02-10 10:40:43,2019-01-08 12:24:58,0,0,102,0,0,16,0,"gNBqY0dQUbvJmRNL",1313880,NA,NA,NA,NA,"https://live.staticflickr.com/7881/47046700151_19e2b3b815_s.jpg",75,75,"https://live.staticflickr.com/7881/47046700151_19e2b3b815_t.jpg",67,100,"https://live.staticflickr.com/7881/47046700151_19e2b3b815_m.jpg",160,240,"https://live.staticflickr.com/7881/47046700151_19e2b3b815_q.jpg",150,150,"https://live.staticflickr.com/7881/47046700151_19e2b3b815.jpg",333,500,"https://live.staticflickr.com/7881/47046700151_19e2b3b815_n.jpg",213,320,"https://live.staticflickr.com/7881/47046700151_19e2b3b815_z.jpg",427,640,"https://live.staticflickr.com/7881/47046700151_19e2b3b815_c.jpg",533,800,"https://live.staticflickr.com/7881/47046700151_19e2b3b815_b.jpg",683,1024,"https://live.staticflickr.com/7881/47046700151_f52249ffec_o.jpg",4000,6000,37.425358,11.526452,"c(37.425358, 11.526452)","1","All Rights Reserved","NA"
0,47046702831,"97817403@N07","89fd46a498",7843,8,"DSC00357T",NA,NA,NA,2019-02-10 10:40:37,2019-02-10 10:40:42,2019-01-08 09:30:51,0,0,93,0,0,16,0,"gNBqY0dQUbvJmRNL",1313880,NA,NA,NA,NA,"https://live.staticflickr.com/7843/47046702831_89fd46a498_s.jpg",75,75,"https://live.staticflickr.com/7843/47046702831_89fd46a498_t.jpg",67,100,"https://live.staticflickr.com/7843/47046702831_89fd46a498_m.jpg",160,240,"https://live.staticflickr.com/7843/47046702831_89fd46a498_q.jpg",150,150,"https://live.staticflickr.com/7843/47046702831_89fd46a498.jpg",333,500,"https://live.staticflickr.com/7843/47046702831_89fd46a498_n.jpg",213,320,"https://live.staticflickr.com/7843/47046702831_89fd46a498_z.jpg",427,640,"https://live.staticflickr.com/7843/47046702831_89fd46a498_c.jpg",533,800,"https://live.staticflickr.com/7843/47046702831_89fd46a498_b.jpg",683,1024,"https://live.staticflickr.com/7843/47046702831_8379b7f87a_o.jpg",2751,4127,37.464708,11.516563,"c(37.464708, 11.516563)","1","All Rights Reserved","NA"
0,32105046297,"97817403@N07","bfa854ec2a",7851,8,"DSC00373T",NA,NA,NA,2019-02-10 10:40:38,2019-02-10 10:40:43,2019-01-08 09:56:49,0,0,747,0,0,16,0,"Pp2xardQUbsWsRqD",1315172,NA,NA,NA,NA,"https://live.staticflickr.com/7851/32105046297_bfa854ec2a_s.jpg",75,75,"https://live.staticflickr.com/7851/32105046297_bfa854ec2a_t.jpg",67,100,"https://live.staticflickr.com/7851/32105046297_bfa854ec2a_m.jpg",160,240,"https://live.staticflickr.com/7851/32105046297_bfa854ec2a_q.jpg",150,150,"https://live.staticflickr.com/7851/32105046297_bfa854ec2a.jpg",333,500,"https://live.staticflickr.com/7851/32105046297_bfa854ec2a_n.jpg",213,320,"https://live.staticflickr.com/7851/32105046297_bfa854ec2a_z.jpg",427,640,"https://live.staticflickr.com/7851/32105046297_bfa854ec2a_c.jpg",533,800,"https://live.staticflickr.com/7851/32105046297_bfa854ec2a_b.jpg",683,1024,"https://live.staticflickr.com/7851/32105046297_a20bb81dbe_o.jpg",3367,5050,37.552486,11.492674,"c(37.552486, 11.492674)","1","All Rights Reserved","NA"
0,32105045887,"97817403@N07","224d53d7be",7884,8,"DSC00363T",NA,NA,NA,2019-02-10 10:40:39,2019-02-10 10:40:42,2019-01-08 09:53:13,0,0,116,0,0,16,0,"Pp2xardQUbsWsRqD",1315172,NA,NA,NA,NA,"https://live.staticflickr.com/7884/32105045887_224d53d7be_s.jpg",75,75,"https://live.staticflickr.com/7884/32105045887_224d53d7be_t.jpg",67,100,"https://live.staticflickr.com/7884/32105045887_224d53d7be_m.jpg",160,240,"https://live.staticflickr.com/7884/32105045887_224d53d7be_q.jpg",150,150,"https://live.staticflickr.com/7884/32105045887_224d53d7be.jpg",333,500,"https://live.staticflickr.com/7884/32105045887_224d53d7be_n.jpg",213,320,"https://live.staticflickr.com/7884/32105045887_224d53d7be_z.jpg",427,640,"https://live.staticflickr.com/7884/32105045887_224d53d7be_c.jpg",533,800,"https://live.staticflickr.com/7884/32105045887_224d53d7be_b.jpg",683,1024,"https://live.staticflickr.com/7884/32105045887_c88c9d7f9e_o.jpg",3104,4656,37.551011,11.492561,"c(37.551011, 11.492561)","1","All Rights Reserved","NA"
0,47046703231,"97817403@N07","b41dfa54f7",7814,8,"DSC00365T",NA,NA,NA,2019-02-10 10:40:38,2019-02-10 10:40:42,2019-01-08 09:54:13,0,0,106,0,0,16,0,"Pp2xardQUbsWsRqD",1315172,NA,NA,NA,NA,"https://live.staticflickr.com/7814/47046703231_b41dfa54f7_s.jpg",75,75,"https://live.staticflickr.com/7814/47046703231_b41dfa54f7_t.jpg",67,100,"https://live.staticflickr.com/7814/47046703231_b41dfa54f7_m.jpg",160,240,"https://live.staticflickr.com/7814/47046703231_b41dfa54f7_q.jpg",150,150,"https://live.staticflickr.com/7814/47046703231_b41dfa54f7.jpg",333,500,"https://live.staticflickr.com/7814/47046703231_b41dfa54f7_n.jpg",213,320,"https://live.staticflickr.com/7814/47046703231_b41dfa54f7_z.jpg",427,640,"https://live.staticflickr.com/7814/47046703231_b41dfa54f7_c.jpg",533,800,"https://live.staticflickr.com/7814/47046703231_b41dfa54f7_b.jpg",683,1024,"https://live.staticflickr.com/7814/47046703231_14efd72d8c_o.jpg",3104,4656,37.551466,11.492602,"c(37.551466, 11.492602)","1","All Rights Reserved","NA"
0,32105046527,"97817403@N07","419ed96476",7848,8,"DSC00384T",NA,NA,NA,2019-02-10 10:40:37,2019-02-10 10:40:44,2019-01-08 10:03:58,0,0,95,0,0,16,0,"dJHCm1BQUbscvkX8",1312874,NA,NA,NA,NA,"https://live.staticflickr.com/7848/32105046527_419ed96476_s.jpg",75,75,"https://live.staticflickr.com/7848/32105046527_419ed96476_t.jpg",67,100,"https://live.staticflickr.com/7848/32105046527_419ed96476_m.jpg",160,240,"https://live.staticflickr.com/7848/32105046527_419ed96476_q.jpg",150,150,"https://live.staticflickr.com/7848/32105046527_419ed96476.jpg",333,500,"https://live.staticflickr.com/7848/32105046527_419ed96476_n.jpg",213,320,"https://live.staticflickr.com/7848/32105046527_419ed96476_z.jpg",427,640,"https://live.staticflickr.com/7848/32105046527_419ed96476_c.jpg",533,800,"https://live.staticflickr.com/7848/32105046527_419ed96476_b.jpg",683,1024,"https://live.staticflickr.com/7848/32105046527_3a4c03e390_o.jpg",2821,4231,37.56928,11.488105,"c(37.56928, 11.488105)","1","All Rights Reserved","NA"
0,46340403074,"97817403@N07","ce21e19f83",7841,8,"DSC00452T___resultat",NA,NA,NA,2019-02-11 20:10:44,2019-02-11 20:10:51,2019-01-08 15:42:23,0,0,96,0,0,16,0,"xuR79C5QUbhRRhLm",1320989,NA,NA,NA,NA,"https://live.staticflickr.com/7841/46340403074_ce21e19f83_s.jpg",75,75,"https://live.staticflickr.com/7841/46340403074_ce21e19f83_t.jpg",69,100,"https://live.staticflickr.com/7841/46340403074_ce21e19f83_m.jpg",166,240,"https://live.staticflickr.com/7841/46340403074_ce21e19f83_q.jpg",150,150,"https://live.staticflickr.com/7841/46340403074_ce21e19f83.jpg",346,500,"https://live.staticflickr.com/7841/46340403074_ce21e19f83_n.jpg",221,320,"https://live.staticflickr.com/7841/46340403074_ce21e19f83_z.jpg",442,640,"https://live.staticflickr.com/7841/46340403074_ce21e19f83_c.jpg",553,800,"https://live.staticflickr.com/7841/46340403074_ce21e19f83_b.jpg",708,1024,"https://live.staticflickr.com/7841/46340403074_94799017c8_o.jpg",1344,1944,37.345427,11.690208,"c(37.345427, 11.690208)","1","All Rights Reserved","NA"
0,46340404194,"97817403@N07","81a3fed69e",7882,8,"DSC00453T___resultat",NA,NA,NA,2019-02-11 20:10:43,2019-02-11 20:10:51,2019-01-08 15:59:27,0,0,97,0,0,16,0,"xuR79C5QUbhRRhLm",1320989,NA,NA,NA,NA,"https://live.staticflickr.com/7882/46340404194_81a3fed69e_s.jpg",75,75,"https://live.staticflickr.com/7882/46340404194_81a3fed69e_t.jpg",69,100,"https://live.staticflickr.com/7882/46340404194_81a3fed69e_m.jpg",166,240,"https://live.staticflickr.com/7882/46340404194_81a3fed69e_q.jpg",150,150,"https://live.staticflickr.com/7882/46340404194_81a3fed69e.jpg",346,500,"https://live.staticflickr.com/7882/46340404194_81a3fed69e_n.jpg",221,320,"https://live.staticflickr.com/7882/46340404194_81a3fed69e_z.jpg",442,640,"https://live.staticflickr.com/7882/46340404194_81a3fed69e_c.jpg",553,800,"https://live.staticflickr.com/7882/46340404194_81a3fed69e_b.jpg",708,1024,"https://live.staticflickr.com/7882/46340404194_9a94682958_o.jpg",1344,1944,37.342033,11.694872,"c(37.342033, 11.694872)","1","All Rights Reserved","NA"
0,46150630705,"97817403@N07","3c310436cd",7917,8,"DSC00463T___resultat",NA,NA,NA,2019-02-11 20:10:41,2019-02-11 20:10:52,2019-01-08 16:07:18,0,0,99,0,0,16,0,"xuR79C5QUbhRRhLm",1320989,NA,NA,NA,NA,"https://live.staticflickr.com/7917/46150630705_3c310436cd_s.jpg",75,75,"https://live.staticflickr.com/7917/46150630705_3c310436cd_t.jpg",100,69,"https://live.staticflickr.com/7917/46150630705_3c310436cd_m.jpg",240,166,"https://live.staticflickr.com/7917/46150630705_3c310436cd_q.jpg",150,150,"https://live.staticflickr.com/7917/46150630705_3c310436cd.jpg",500,346,"https://live.staticflickr.com/7917/46150630705_3c310436cd_n.jpg",320,221,"https://live.staticflickr.com/7917/46150630705_3c310436cd_z.jpg",640,442,"https://live.staticflickr.com/7917/46150630705_3c310436cd_c.jpg",800,553,"https://live.staticflickr.com/7917/46150630705_3c310436cd_b.jpg",1024,708,"https://live.staticflickr.com/7917/46150630705_92c77dab22_o.jpg",1944,1344,37.341202,11.694983,"c(37.341202, 11.694983)","1","All Rights Reserved","NA"
0,46340407784,"97817403@N07","466d15fd92",7877,8,"DSC00459T___resultat",NA,NA,NA,2019-02-11 20:10:41,2019-02-11 20:10:52,2019-01-08 16:03:32,0,0,100,0,0,16,0,"xuR79C5QUbhRRhLm",1320989,NA,NA,NA,NA,"https://live.staticflickr.com/7877/46340407784_466d15fd92_s.jpg",75,75,"https://live.staticflickr.com/7877/46340407784_466d15fd92_t.jpg",100,69,"https://live.staticflickr.com/7877/46340407784_466d15fd92_m.jpg",240,166,"https://live.staticflickr.com/7877/46340407784_466d15fd92_q.jpg",150,150,"https://live.staticflickr.com/7877/46340407784_466d15fd92.jpg",500,346,"https://live.staticflickr.com/7877/46340407784_466d15fd92_n.jpg",320,221,"https://live.staticflickr.com/7877/46340407784_466d15fd92_z.jpg",640,442,"https://live.staticflickr.com/7877/46340407784_466d15fd92_c.jpg",800,553,"https://live.staticflickr.com/7877/46340407784_466d15fd92_b.jpg",1024,708,"https://live.staticflickr.com/7877/46340407784_0fc5149d2d_o.jpg",1944,1344,37.34163,11.695019,"c(37.34163, 11.695019)","1","All Rights Reserved","NA"
